link;year_op;transport_tech;power_capacity_max;power_capacity_min
IT-CH;2031;h2_pipeline;0.0;0.0
IT-ES;2031;h2_pipeline;0.0;0.0
IT-IT;2031;h2_pipeline;0.0;0.0
IT-SI;2031;h2_pipeline;0.0;0.0
LT-LV;2031;h2_pipeline;0.0;0.0
LT-PL;2031;h2_pipeline;0.0;0.0
LU-BE;2031;h2_pipeline;0.0;0.0
LV-EE;2031;h2_pipeline;0.0;0.0
LV-LT;2031;h2_pipeline;0.0;0.0
NL-BE;2031;h2_pipeline;0.0;0.0
NL-DE;2031;h2_pipeline;0.0;0.0
PL-DE;2031;h2_pipeline;0.0;0.0
PL-LT;2031;h2_pipeline;0.0;0.0
PT-ES;2031;h2_pipeline;0.0;0.0
RO-BG;2031;h2_pipeline;0.0;0.0
RO-HU;2031;h2_pipeline;0.0;0.0
SE-FI;2031;h2_pipeline;0.0;0.0
SI-AT;2031;h2_pipeline;0.0;0.0
SI-HR;2031;h2_pipeline;0.0;0.0
SI-HU;2031;h2_pipeline;0.0;0.0
SI-IT;2031;h2_pipeline;0.0;0.0
SK-AT;2031;h2_pipeline;0.0;0.0
SK-CZ;2031;h2_pipeline;0.0;0.0
SK-HU;2031;h2_pipeline;0.0;0.0
AT-DE;2036;h2_pipeline;0.0;0.0
AT-IT;2036;h2_pipeline;0.0;0.0
AT-SI;2036;h2_pipeline;0.0;0.0
AT-SK;2036;h2_pipeline;0.0;0.0
BE-DE;2036;h2_pipeline;0.0;0.0
BE-FR;2036;h2_pipeline;0.0;0.0
BE-LU;2036;h2_pipeline;0.0;0.0
BE-NL;2036;h2_pipeline;0.0;0.0
BG-GR;2036;h2_pipeline;0.0;0.0
BG-RO;2036;h2_pipeline;0.0;0.0
CH-IT;2036;h2_pipeline;0.0;0.0
CZ-DE;2036;h2_pipeline;0.0;0.0
CZ-SK;2036;h2_pipeline;0.0;0.0
DE-AT;2036;h2_pipeline;0.0;0.0
DE-BE;2036;h2_pipeline;0.0;0.0
DE-CZ;2036;h2_pipeline;0.0;0.0
DE-DK;2036;h2_pipeline;0.0;0.0
DE-FI;2036;h2_pipeline;0.0;0.0
DE-FR;2036;h2_pipeline;0.0;0.0
DE-NL;2036;h2_pipeline;0.0;0.0
DE-PL;2036;h2_pipeline;0.0;0.0
DK-DE;2036;h2_pipeline;0.0;0.0
EE-FI;2036;h2_pipeline;0.0;0.0
EE-LV;2036;h2_pipeline;0.0;0.0
ES-FR;2036;h2_pipeline;0.0;0.0
ES-IT;2036;h2_pipeline;0.0;0.0
ES-PT;2036;h2_pipeline;0.0;0.0
FI-DE;2036;h2_pipeline;0.0;0.0
FI-EE;2036;h2_pipeline;0.0;0.0
FI-FI;2036;h2_pipeline;0.0;0.0
FI-SE;2036;h2_pipeline;0.0;0.0
FR-BE;2036;h2_pipeline;0.0;0.0
FR-DE;2036;h2_pipeline;0.0;0.0
FR-ES;2036;h2_pipeline;0.0;0.0
GR-BG;2036;h2_pipeline;0.0;0.0
HR-HU;2036;h2_pipeline;0.0;0.0
HR-SI;2036;h2_pipeline;0.0;0.0
HU-HR;2036;h2_pipeline;0.0;0.0
HU-RO;2036;h2_pipeline;0.0;0.0
HU-SI;2036;h2_pipeline;0.0;0.0
HU-SK;2036;h2_pipeline;0.0;0.0
IT-AT;2036;h2_pipeline;0.0;0.0
IT-CH;2036;h2_pipeline;0.0;0.0
IT-ES;2036;h2_pipeline;0.0;0.0
IT-IT;2036;h2_pipeline;0.0;0.0
IT-SI;2036;h2_pipeline;0.0;0.0
LT-LV;2036;h2_pipeline;0.0;0.0
LT-PL;2036;h2_pipeline;0.0;0.0
LU-BE;2036;h2_pipeline;0.0;0.0
LV-EE;2036;h2_pipeline;0.0;0.0
LV-LT;2036;h2_pipeline;0.0;0.0
NL-BE;2036;h2_pipeline;0.0;0.0
NL-DE;2036;h2_pipeline;0.0;0.0
PL-DE;2036;h2_pipeline;0.0;0.0
PL-LT;2036;h2_pipeline;0.0;0.0
PT-ES;2036;h2_pipeline;0.0;0.0
RO-BG;2036;h2_pipeline;0.0;0.0
RO-HU;2036;h2_pipeline;0.0;0.0
SE-FI;2036;h2_pipeline;0.0;0.0
SI-AT;2036;h2_pipeline;0.0;0.0
SI-HR;2036;h2_pipeline;0.0;0.0
SI-HU;2036;h2_pipeline;0.0;0.0
SI-IT;2036;h2_pipeline;0.0;0.0
SK-AT;2036;h2_pipeline;0.0;0.0
SK-CZ;2036;h2_pipeline;0.0;0.0
SK-HU;2036;h2_pipeline;0.0;0.0
AT-DE;2041;h2_pipeline;6250.0;6250.0
AT-IT;2041;h2_pipeline;9125.0;9125.0
AT-SI;2041;h2_pipeline;1375.0;1375.0
AT-SK;2041;h2_pipeline;6500.0;6500.0
BE-DE;2041;h2_pipeline;3790.0;3790.0
BE-FR;2041;h2_pipeline;8333.0;8333.0
BE-LU;2041;h2_pipeline;1163.0;1163.0
BE-NL;2041;h2_pipeline;8000.0;8000.0
BE-UK;2041;h2_pipeline;8333.0;8333.0
BG-GR;2041;h2_pipeline;3330.0;3330.0
BG-RO;2041;h2_pipeline;4615.0;4615.0
CH-DE;2041;h2_pipeline;7000.0;7000.0
CH-FR;2041;h2_pipeline;4167.0;4167.0
CH-IT;2041;h2_pipeline;5630.0;5630.0
CZ-DE;2041;h2_pipeline;6000.0;6000.0
CZ-PL;2041;h2_pipeline;1250.0;1250.0
CZ-SK;2041;h2_pipeline;6500.0;6500.0
DE-AT;2041;h2_pipeline;6250.0;6250.0
DE-BE;2041;h2_pipeline;3790.0;3790.0
DE-CH;2041;h2_pipeline;7000.0;7000.0
DE-CZ;2041;h2_pipeline;6000.0;6000.0
DE-DK;2041;h2_pipeline;10000.0;10000.0
DE-FI;2041;h2_pipeline;21000.0;21000.0
DE-FR;2041;h2_pipeline;10125.0;10125.0
DE-NL;2041;h2_pipeline;15833.0;15833.0
DE-PL;2041;h2_pipeline;5003.0;5003.0
DK-DE;2041;h2_pipeline;10000.0;10000.0
EE-FI;2041;h2_pipeline;8337.0;8337.0
EE-LV;2041;h2_pipeline;8330.0;8330.0
ES-FR;2041;h2_pipeline;12000.0;12000.0
ES-IT;2041;h2_pipeline;0.0;0.0
ES-PT;2041;h2_pipeline;3380.0;3380.0
FI-DE;2041;h2_pipeline;21000.0;21000.0
FI-EE;2041;h2_pipeline;8330.0;8330.0
FI-FI;2041;h2_pipeline;42000.0;42000.0
FI-SE;2041;h2_pipeline;37917.0;37917.0
FR-BE;2041;h2_pipeline;8333.0;8333.0
FR-CH;2041;h2_pipeline;4167.0;4167.0
FR-DE;2041;h2_pipeline;10125.0;10125.0
FR-ES;2041;h2_pipeline;12000.0;12000.0
GR-BG;2041;h2_pipeline;3150.0;3150.0
HR-HU;2041;h2_pipeline;5350.0;5350.0
HR-SI;2041;h2_pipeline;667.0;667.0
HU-HR;2041;h2_pipeline;5350.0;5350.0
HU-RO;2041;h2_pipeline;6400.0;6400.0
HU-SI;2041;h2_pipeline;817.0;817.0
HU-SK;2041;h2_pipeline;8337.0;8337.0
IE-UK;2041;h2_pipeline;331.0;331.0
IT-AT;2041;h2_pipeline;7000.0;7000.0
IT-CH;2041;h2_pipeline;3670.0;3670.0
IT-ES;2041;h2_pipeline;0.0;0.0
IT-IT;2041;h2_pipeline;17840.0;17840.0
IT-SI;2041;h2_pipeline;817.0;817.0
LT-LV;2041;h2_pipeline;7903.0;7903.0
LT-PL;2041;h2_pipeline;8330.0;8330.0
LU-BE;2041;h2_pipeline;1163.0;1163.0
LV-EE;2041;h2_pipeline;4170.0;4170.0
LV-LT;2041;h2_pipeline;8330.0;8330.0
NL-BE;2041;h2_pipeline;8000.0;8000.0
NL-DE;2041;h2_pipeline;15838.0;15838.0
PL-CZ;2041;h2_pipeline;1250.0;1250.0
PL-DE;2041;h2_pipeline;8330.0;8330.0
PL-LT;2041;h2_pipeline;7150.0;7150.0
PT-ES;2041;h2_pipeline;3380.0;3380.0
RO-BG;2041;h2_pipeline;4615.0;4615.0
RO-HU;2041;h2_pipeline;6400.0;6400.0
SE-FI;2041;h2_pipeline;37917.0;37917.0
SI-AT;2041;h2_pipeline;667.0;667.0
SI-HR;2041;h2_pipeline;1375.0;1375.0
SI-HU;2041;h2_pipeline;817.0;817.0
SI-IT;2041;h2_pipeline;817.0;817.0
SK-AT;2041;h2_pipeline;6500.0;6500.0
SK-CZ;2041;h2_pipeline;6500.0;6500.0
SK-HU;2041;h2_pipeline;8337.0;8337.0
UK-BE;2041;h2_pipeline;8333.0;8333.0
UK-IE;2041;h2_pipeline;331.0;331.0
AT-DE;2051;h2_pipeline;6250.0;6250.0
AT-IT;2051;h2_pipeline;9125.0;9125.0
AT-SI;2051;h2_pipeline;1375.0;1375.0
AT-SK;2051;h2_pipeline;6500.0;6500.0
BE-DE;2051;h2_pipeline;4998.0;4998.0
BE-FR;2051;h2_pipeline;8333.0;8333.0
BE-LU;2051;h2_pipeline;1413.0;1413.0
BE-NL;2051;h2_pipeline;10000.0;10000.0
BE-UK;2051;h2_pipeline;8333.0;8333.0
BG-GR;2051;h2_pipeline;3665.0;3665.0
BG-RO;2051;h2_pipeline;5811.0;5811.0
CH-DE;2051;h2_pipeline;10000.0;10000.0
CH-FR;2051;h2_pipeline;4167.0;4167.0
CH-IT;2051;h2_pipeline;5630.0;5630.0
CZ-DE;2051;h2_pipeline;13300.0;13300.0
CZ-PL;2051;h2_pipeline;1250.0;1250.0
CZ-SK;2051;h2_pipeline;6500.0;6500.0
DE-AT;2051;h2_pipeline;6250.0;6250.0
DE-BE;2051;h2_pipeline;4998.0;4998.0
DE-CH;2051;h2_pipeline;10000.0;10000.0
DE-CZ;2051;h2_pipeline;13300.0;13300.0
DE-DK;2051;h2_pipeline;10000.0;10000.0
DE-FI;2051;h2_pipeline;21000.0;21000.0
DE-FR;2051;h2_pipeline;10125.0;10125.0
DE-NL;2051;h2_pipeline;23300.0;23300.0
DE-PL;2051;h2_pipeline;9467.0;9467.0
DK-DE;2051;h2_pipeline;10000.0;10000.0
EE-FI;2051;h2_pipeline;8337.0;8337.0
EE-LV;2051;h2_pipeline;8330.0;8330.0
ES-FR;2051;h2_pipeline;15000.0;15000.0
ES-IT;2051;h2_pipeline;0.0;0.0
ES-PT;2051;h2_pipeline;3380.0;3380.0
FI-DE;2051;h2_pipeline;21000.0;21000.0
FI-EE;2051;h2_pipeline;8330.0;8330.0
FI-FI;2051;h2_pipeline;42000.0;42000.0
FI-SE;2051;h2_pipeline;37917.0;37917.0
FR-BE;2051;h2_pipeline;8333.0;8333.0
FR-CH;2051;h2_pipeline;4167.0;4167.0
FR-DE;2051;h2_pipeline;10125.0;10125.0
FR-ES;2051;h2_pipeline;15000.0;15000.0
GR-BG;2051;h2_pipeline;3671.0;3671.0
HR-HU;2051;h2_pipeline;5350.0;5350.0
HR-SI;2051;h2_pipeline;667.0;667.0
HU-HR;2051;h2_pipeline;5350.0;5350.0
HU-RO;2051;h2_pipeline;6400.0;6400.0
HU-SI;2051;h2_pipeline;817.0;817.0
HU-SK;2051;h2_pipeline;8337.0;8337.0
IE-UK;2051;h2_pipeline;1189.0;1189.0
IT-AT;2051;h2_pipeline;7000.0;7000.0
IT-CH;2051;h2_pipeline;3670.0;3670.0
IT-ES;2051;h2_pipeline;0.0;0.0
IT-IT;2051;h2_pipeline;17840.0;17840.0
IT-SI;2051;h2_pipeline;817.0;817.0
LT-LV;2051;h2_pipeline;7903.0;7903.0
LT-PL;2051;h2_pipeline;8330.0;8330.0
LU-BE;2051;h2_pipeline;1413.0;1413.0
LV-EE;2051;h2_pipeline;5285.0;5285.0
LV-LT;2051;h2_pipeline;8330.0;8330.0
NL-BE;2051;h2_pipeline;10000.0;10000.0
NL-DE;2051;h2_pipeline;23296.0;23296.0
PL-CZ;2051;h2_pipeline;1250.0;1250.0
PL-DE;2051;h2_pipeline;9461.0;9461.0
PL-LT;2051;h2_pipeline;7150.0;7150.0
PT-ES;2051;h2_pipeline;3380.0;3380.0
RO-BG;2051;h2_pipeline;5811.0;5811.0
RO-HU;2051;h2_pipeline;6400.0;6400.0
SE-FI;2051;h2_pipeline;37917.0;37917.0
SI-AT;2051;h2_pipeline;667.0;667.0
SI-HR;2051;h2_pipeline;1375.0;1375.0
SI-HU;2051;h2_pipeline;817.0;817.0
SI-IT;2051;h2_pipeline;817.0;817.0
SK-AT;2051;h2_pipeline;6500.0;6500.0
SK-CZ;2051;h2_pipeline;6500.0;6500.0
SK-HU;2051;h2_pipeline;8337.0;8337.0
UK-BE;2051;h2_pipeline;8333.0;8333.0
UK-IE;2051;h2_pipeline;1189.0;1189.0
AL-GR;2032;hvac;400.0;400.0
AL-GR;2032;hvdc;0.0;0.0
AL-GR;2037;hvac;400.0;400.0
AL-GR;2037;hvdc;0.0;0.0
AL-ME;2032;hvac;300.0;300.0
AL-ME;2032;hvdc;0.0;0.0
AL-ME;2037;hvac;300.0;300.0
AL-ME;2037;hvdc;0.0;0.0
AL-MK;2032;hvac;500.0;500.0
AL-MK;2032;hvdc;0.0;0.0
AL-MK;2037;hvac;500.0;500.0
AL-MK;2037;hvdc;0.0;0.0
AL-RS;2032;hvac;250.0;250.0
AL-RS;2032;hvdc;0.0;0.0
AL-RS;2037;hvac;250.0;250.0
AL-RS;2037;hvdc;0.0;0.0
AT-CH;2032;hvac;1200.0;1200.0
AT-CH;2032;hvdc;0.0;0.0
AT-CH;2037;hvac;1200.0;1200.0
AT-CH;2037;hvdc;0.0;0.0
AT-CZ;2032;hvac;900.0;900.0
AT-CZ;2032;hvdc;0.0;0.0
AT-CZ;2037;hvac;900.0;900.0
AT-CZ;2037;hvdc;0.0;0.0
AT-DE;2032;hvac;7500.0;7500.0
AT-DE;2032;hvdc;0.0;0.0
AT-DE;2037;hvac;7500.0;7500.0
AT-DE;2037;hvdc;0.0;0.0
AT-HU;2032;hvac;800.0;800.0
AT-HU;2032;hvdc;0.0;0.0
AT-HU;2037;hvac;800.0;800.0
AT-HU;2037;hvdc;0.0;0.0
AT-IT;2032;hvac;725.0;725.0
AT-IT;2032;hvdc;0.0;0.0
AT-IT;2037;hvac;725.0;725.0
AT-IT;2037;hvdc;0.0;0.0
AT-SI;2032;hvac;950.0;950.0
AT-SI;2032;hvdc;0.0;0.0
AT-SI;2037;hvac;950.0;950.0
AT-SI;2037;hvdc;0.0;0.0
BA-HR;2032;hvac;800.0;800.0
BA-HR;2032;hvdc;0.0;0.0
BA-HR;2037;hvac;800.0;800.0
BA-HR;2037;hvdc;0.0;0.0
BA-ME;2032;hvac;500.0;500.0
BA-ME;2032;hvdc;0.0;0.0
BA-ME;2037;hvac;700.0;700.0
BA-ME;2037;hvdc;0.0;0.0
BA-RS;2032;hvac;800.0;800.0
BA-RS;2032;hvdc;0.0;0.0
BA-RS;2037;hvac;800.0;800.0
BA-RS;2037;hvdc;0.0;0.0
BE-DE;2032;hvac;0.0;0.0
BE-DE;2032;hvdc;1000.0;1000.0
BE-DE;2037;hvac;0.0;0.0
BE-DE;2037;hvdc;1000.0;1000.0
BE-DK;2032;hvac;0.0;0.0
BE-DK;2032;hvdc;0.0;0.0
BE-DK;2037;hvac;0.0;0.0
BE-DK;2037;hvdc;2000.0;2000.0
BE-FR;2032;hvac;2800.0;2800.0
BE-FR;2032;hvdc;0.0;0.0
BE-FR;2037;hvac;3800.0;3800.0
BE-FR;2037;hvdc;0.0;0.0
BE-NL;2032;hvac;2400.0;2400.0
BE-NL;2032;hvdc;0.0;0.0
BE-NL;2037;hvac;4400.0;4400.0
BE-NL;2037;hvdc;0.0;0.0
BE-UK;2032;hvac;0.0;0.0
BE-UK;2032;hvdc;2400.0;2400.0
BE-UK;2037;hvac;0.0;0.0
BE-UK;2037;hvdc;2400.0;2400.0
BG-GR;2032;hvac;1200.0;1200.0
BG-GR;2032;hvdc;0.0;0.0
BG-GR;2037;hvac;1500.0;1500.0
BG-GR;2037;hvdc;0.0;0.0
BG-MK;2032;hvac;400.0;400.0
BG-MK;2032;hvdc;0.0;0.0
BG-MK;2037;hvac;400.0;400.0
BG-MK;2037;hvdc;0.0;0.0
BG-RO;2032;hvac;2000.0;2000.0
BG-RO;2032;hvdc;0.0;0.0
BG-RO;2037;hvac;2300.0;2300.0
BG-RO;2037;hvdc;0.0;0.0
BG-RS;2032;hvac;400.0;400.0
BG-RS;2032;hvdc;0.0;0.0
BG-RS;2037;hvac;840.0;840.0
BG-RS;2037;hvdc;0.0;0.0
BG-TR;2032;hvac;432.0;432.0
BG-TR;2032;hvdc;0.0;0.0
BG-TR;2037;hvac;900.0;900.0
BG-TR;2037;hvdc;0.0;0.0
CH-AT;2032;hvac;1200.0;1200.0
CH-AT;2032;hvdc;0.0;0.0
CH-AT;2037;hvac;1200.0;1200.0
CH-AT;2037;hvdc;0.0;0.0
CH-DE;2032;hvac;4200.0;4200.0
CH-DE;2032;hvdc;0.0;0.0
CH-DE;2037;hvac;4500.0;4500.0
CH-DE;2037;hvdc;0.0;0.0
CH-FR;2032;hvac;1400.0;1400.0
CH-FR;2032;hvdc;0.0;0.0
CH-FR;2037;hvac;1400.0;1400.0
CH-FR;2037;hvdc;0.0;0.0
CH-IT;2032;hvac;4572.0;4572.0
CH-IT;2032;hvdc;0.0;0.0
CH-IT;2037;hvac;4572.0;4572.0
CH-IT;2037;hvdc;1000.0;1000.0
CZ-AT;2032;hvac;900.0;900.0
CZ-AT;2032;hvdc;0.0;0.0
CZ-AT;2037;hvac;900.0;900.0
CZ-AT;2037;hvdc;0.0;0.0
CZ-DE;2032;hvac;3000.0;3000.0
CZ-DE;2032;hvdc;0.0;0.0
CZ-DE;2037;hvac;3000.0;3000.0
CZ-DE;2037;hvdc;0.0;0.0
CZ-PL;2032;hvac;1050.0;1050.0
CZ-PL;2032;hvdc;0.0;0.0
CZ-PL;2037;hvac;1050.0;1050.0
CZ-PL;2037;hvdc;0.0;0.0
CZ-SK;2032;hvac;1905.0;1905.0
CZ-SK;2032;hvdc;0.0;0.0
CZ-SK;2037;hvac;1905.0;1905.0
CZ-SK;2037;hvdc;0.0;0.0
DE-AT;2032;hvac;7500.0;7500.0
DE-AT;2032;hvdc;0.0;0.0
DE-AT;2037;hvac;7500.0;7500.0
DE-AT;2037;hvdc;0.0;0.0
DE-BE;2032;hvac;0.0;0.0
DE-BE;2032;hvdc;1000.0;1000.0
DE-BE;2037;hvac;0.0;0.0
DE-BE;2037;hvdc;1000.0;1000.0
DE-CH;2032;hvac;4400.0;4400.0
DE-CH;2032;hvdc;0.0;0.0
DE-CH;2037;hvac;5000.0;5000.0
DE-CH;2037;hvdc;0.0;0.0
DE-CZ;2032;hvac;3000.0;3000.0
DE-CZ;2032;hvdc;0.0;0.0
DE-CZ;2037;hvac;3000.0;3000.0
DE-CZ;2037;hvdc;0.0;0.0
DE-DK;2032;hvac;3900.0;3900.0
DE-DK;2032;hvdc;2600.0;2600.0
DE-DK;2037;hvac;3900.0;3900.0
DE-DK;2037;hvdc;2600.0;2600.0
DE-FR;2032;hvac;4800.0;4800.0
DE-FR;2032;hvdc;0.0;0.0
DE-FR;2037;hvac;4800.0;4800.0
DE-FR;2037;hvdc;0.0;0.0
DE-LU;2032;hvac;3700.0;3700.0
DE-LU;2032;hvdc;0.0;0.0
DE-LU;2037;hvac;3700.0;3700.0
DE-LU;2037;hvdc;0.0;0.0
DE-NL;2032;hvac;5000.0;5000.0
DE-NL;2032;hvdc;0.0;0.0
DE-NL;2037;hvac;5000.0;5000.0
DE-NL;2037;hvdc;0.0;0.0
DE-NO;2032;hvac;0.0;0.0
DE-NO;2032;hvdc;1400.0;1400.0
DE-NO;2037;hvac;0.0;0.0
DE-NO;2037;hvdc;1400.0;1400.0
DE-PL;2032;hvac;3000.0;3000.0
DE-PL;2032;hvdc;0.0;0.0
DE-PL;2037;hvac;3000.0;3000.0
DE-PL;2037;hvdc;0.0;0.0
DE-SE;2032;hvac;0.0;0.0
DE-SE;2032;hvdc;615.0;615.0
DE-SE;2037;hvac;0.0;0.0
DE-SE;2037;hvdc;1315.0;1315.0
DE-UK;2032;hvac;0.0;0.0
DE-UK;2032;hvdc;1400.0;1400.0
DE-UK;2037;hvac;0.0;0.0
DE-UK;2037;hvdc;2800.0;2800.0
DK-BE;2032;hvac;0.0;0.0
DK-BE;2032;hvdc;0.0;0.0
DK-BE;2037;hvac;0.0;0.0
DK-BE;2037;hvdc;2000.0;2000.0
DK-DE;2032;hvac;3900.0;3900.0
DK-DE;2032;hvdc;2585.0;2585.0
DK-DE;2037;hvac;3900.0;3900.0
DK-DE;2037;hvdc;2585.0;2585.0
DK-NL;2032;hvac;0.0;0.0
DK-NL;2032;hvdc;700.0;700.0
DK-NL;2037;hvac;0.0;0.0
DK-NL;2037;hvdc;700.0;700.0
DK-NO;2032;hvac;0.0;0.0
DK-NO;2032;hvdc;1632.0;1632.0
DK-NO;2037;hvac;0.0;0.0
DK-NO;2037;hvdc;1632.0;1632.0
DK-SE;2032;hvac;1700.0;1700.0
DK-SE;2032;hvdc;715.0;715.0
DK-SE;2037;hvac;1700.0;1700.0
DK-SE;2037;hvdc;715.0;715.0
DK-UK;2032;hvac;0.0;0.0
DK-UK;2032;hvdc;1400.0;1400.0
DK-UK;2037;hvac;0.0;0.0
DK-UK;2037;hvdc;1400.0;1400.0
EE-FI;2032;hvac;0.0;0.0
EE-FI;2032;hvdc;1016.0;1016.0
EE-FI;2037;hvac;0.0;0.0
EE-FI;2037;hvdc;1716.0;1716.0
EE-LV;2032;hvac;1035.0;1035.0
EE-LV;2032;hvdc;0.0;0.0
EE-LV;2037;hvac;1444.0;1444.0
EE-LV;2037;hvdc;0.0;0.0
ES-FR;2032;hvac;5600.0;5600.0
ES-FR;2032;hvdc;0.0;0.0
ES-FR;2037;hvac;6500.0;6500.0
ES-FR;2037;hvdc;0.0;0.0
ES-PT;2032;hvac;4200.0;4200.0
ES-PT;2032;hvdc;0.0;0.0
ES-PT;2037;hvac;4200.0;4200.0
ES-PT;2037;hvdc;0.0;0.0
FI-EE;2032;hvac;0.0;0.0
FI-EE;2032;hvdc;1016.0;1016.0
FI-EE;2037;hvac;0.0;0.0
FI-EE;2037;hvdc;1716.0;1716.0
FI-NO;2032;hvac;80.0;80.0
FI-NO;2032;hvdc;0.0;0.0
FI-NO;2037;hvac;150.0;150.0
FI-NO;2037;hvdc;150.0;150.0
FI-SE;2032;hvac;2000.0;2000.0
FI-SE;2032;hvdc;1200.0;1200.0
FI-SE;2037;hvac;2800.0;2800.0
FI-SE;2037;hvdc;1200.0;1200.0
FR-BE;2032;hvac;4300.0;4300.0
FR-BE;2032;hvdc;0.0;0.0
FR-BE;2037;hvac;5300.0;5300.0
FR-BE;2037;hvdc;0.0;0.0
FR-CH;2032;hvac;3700.0;3700.0
FR-CH;2032;hvdc;0.0;0.0
FR-CH;2037;hvac;3700.0;3700.0
FR-CH;2037;hvdc;0.0;0.0
FR-DE;2032;hvac;4800.0;4800.0
FR-DE;2032;hvdc;0.0;0.0
FR-DE;2037;hvac;4800.0;4800.0
FR-DE;2037;hvdc;0.0;0.0
FR-ES;2032;hvac;5300.0;5300.0
FR-ES;2032;hvdc;0.0;0.0
FR-ES;2037;hvac;6500.0;6500.0
FR-ES;2037;hvdc;0.0;0.0
FR-IE;2032;hvac;0.0;0.0
FR-IE;2032;hvdc;700.0;700.0
FR-IE;2037;hvac;0.0;0.0
FR-IE;2037;hvdc;700.0;700.0
FR-IT;2032;hvac;3285.0;3285.0
FR-IT;2032;hvdc;1200.0;1200.0
FR-IT;2037;hvac;3285.0;3285.0
FR-IT;2037;hvdc;1200.0;1200.0
FR-UK;2032;hvac;0.0;0.0
FR-UK;2032;hvdc;4000.0;4000.0
FR-UK;2037;hvac;0.0;0.0
FR-UK;2037;hvdc;5250.0;5250.0
GR-AL;2032;hvac;600.0;600.0
GR-AL;2032;hvdc;0.0;0.0
GR-AL;2037;hvac;600.0;600.0
GR-AL;2037;hvdc;0.0;0.0
GR-BG;2032;hvac;1200.0;1200.0
GR-BG;2032;hvdc;0.0;0.0
GR-BG;2037;hvac;1400.0;1400.0
GR-BG;2037;hvdc;0.0;0.0
GR-IT;2032;hvac;0.0;0.0
GR-IT;2032;hvdc;500.0;500.0
GR-IT;2037;hvac;0.0;0.0
GR-IT;2037;hvdc;1000.0;1000.0
GR-MK;2032;hvac;1100.0;1100.0
GR-MK;2032;hvdc;0.0;0.0
GR-MK;2037;hvac;1100.0;1100.0
GR-MK;2037;hvdc;0.0;0.0
GR-TR;2032;hvac;660.0;660.0
GR-TR;2032;hvdc;0.0;0.0
GR-TR;2037;hvac;1260.0;1260.0
GR-TR;2037;hvdc;0.0;0.0
HR-BA;2032;hvac;800.0;800.0
HR-BA;2032;hvdc;0.0;0.0
HR-BA;2037;hvac;800.0;800.0
HR-BA;2037;hvdc;0.0;0.0
HR-HU;2032;hvac;800.0;800.0
HR-HU;2032;hvdc;0.0;0.0
HR-HU;2037;hvac;800.0;800.0
HR-HU;2037;hvdc;0.0;0.0
HR-RS;2032;hvac;300.0;300.0
HR-RS;2032;hvdc;0.0;0.0
HR-RS;2037;hvac;300.0;300.0
HR-RS;2037;hvdc;0.0;0.0
HR-SI;2032;hvac;1500.0;1500.0
HR-SI;2032;hvdc;0.0;0.0
HR-SI;2037;hvac;1500.0;1500.0
HR-SI;2037;hvdc;0.0;0.0
HU-AT;2032;hvac;800.0;800.0
HU-AT;2032;hvdc;0.0;0.0
HU-AT;2037;hvac;800.0;800.0
HU-AT;2037;hvdc;0.0;0.0
HU-HR;2032;hvac;1000.0;1000.0
HU-HR;2032;hvdc;0.0;0.0
HU-HR;2037;hvac;1000.0;1000.0
HU-HR;2037;hvdc;0.0;0.0
HU-RO;2032;hvac;1300.0;1300.0
HU-RO;2032;hvdc;0.0;0.0
HU-RO;2037;hvac;2300.0;2300.0
HU-RO;2037;hvdc;0.0;0.0
HU-RS;2032;hvac;920.0;920.0
HU-RS;2032;hvdc;0.0;0.0
HU-RS;2037;hvac;920.0;920.0
HU-RS;2037;hvdc;0.0;0.0
HU-SI;2032;hvac;1200.0;1200.0
HU-SI;2032;hvdc;0.0;0.0
HU-SI;2037;hvac;1200.0;1200.0
HU-SI;2037;hvdc;0.0;0.0
HU-SK;2032;hvac;1533.0;1533.0
HU-SK;2032;hvdc;0.0;0.0
HU-SK;2037;hvac;1533.0;1533.0
HU-SK;2037;hvdc;0.0;0.0
IE-FR;2032;hvac;0.0;0.0
IE-FR;2032;hvdc;700.0;700.0
IE-FR;2037;hvac;0.0;0.0
IE-FR;2037;hvdc;700.0;700.0
IE-UK;2032;hvac;1250.0;1250.0
IE-UK;2032;hvdc;1000.0;1000.0
IE-UK;2037;hvac;1250.0;1250.0
IE-UK;2037;hvdc;1000.0;1000.0
IT-AT;2032;hvac;545.0;545.0
IT-AT;2032;hvdc;0.0;0.0
IT-AT;2037;hvac;545.0;545.0
IT-AT;2037;hvdc;0.0;0.0
IT-CH;2032;hvac;1910.0;1910.0
IT-CH;2032;hvdc;0.0;0.0
IT-CH;2037;hvac;1910.0;1910.0
IT-CH;2037;hvdc;1000.0;1000.0
IT-FR;2032;hvac;960.0;960.0
IT-FR;2032;hvdc;1200.0;1200.0
IT-FR;2037;hvac;960.0;960.0
IT-FR;2037;hvdc;1200.0;1200.0
IT-GR;2032;hvac;0.0;0.0
IT-GR;2032;hvdc;500.0;500.0
IT-GR;2037;hvac;0.0;0.0
IT-GR;2037;hvdc;1000.0;1000.0
IT-ME;2032;hvac;0.0;0.0
IT-ME;2032;hvdc;600.0;600.0
IT-ME;2037;hvac;0.0;0.0
IT-ME;2037;hvdc;600.0;600.0
IT-MT;2032;hvac;450.0;450.0
IT-MT;2032;hvdc;0.0;0.0
