area;year_op;conversion_tech;max_yearly_production;max_daily_production;power_capacity_max;power_capacity_min;fixed_cost;variable_cost;must_run
SI;2050;dsr_4;;;0.0;;;;
SI;2030;dsr_5;;;0.0;;;;
SI;2035;dsr_5;;;0.0;;;;
SI;2040;dsr_5;;;0.0;;;;
SI;2050;dsr_5;;;0.0;;;;
SI;2030;dsr_6;;;0.0;;;;
SI;2035;dsr_6;;;0.0;;;;
SI;2040;dsr_6;;;0.0;;;;
SI;2050;dsr_6;;;0.0;;;;
SI;2030;dsr_7;;;0.0;;;;
SI;2035;dsr_7;;;0.0;;;;
SI;2040;dsr_7;;;0.0;;;;
SI;2050;dsr_7;;;0.0;;;;
SI;2030;dsr_8;;;0.0;;;;
SI;2035;dsr_8;;;0.0;;;;
SI;2040;dsr_8;;;0.0;;;;
SI;2050;dsr_8;;;0.0;;;;
SI;2030;dsr_9;;;0.0;;;;
SI;2035;dsr_9;;;0.0;;;;
SI;2040;dsr_9;;;0.0;;;;
SI;2050;dsr_9;;;0.0;;;;
SI;2030;dsr_10;;;0.0;;;;
SI;2035;dsr_10;;;0.0;;;;
SI;2040;dsr_10;;;0.0;;;;
SI;2050;dsr_10;;;0.0;;;;
SK;2030;electrolysis_2030;;;;;53200.0;0.0;0.0
SK;2035;electrolysis_2030;;;;;53200.0;0.0;0.0
SK;2040;electrolysis_2030;;;;;53200.0;0.0;0.0
SK;2050;electrolysis_2030;;;;;53200.0;0.0;0.0
SK;2030;electrolysis_2035;;;;;47600.0;0.0;0.0
SK;2035;electrolysis_2035;;;;;47600.0;0.0;0.0
SK;2040;electrolysis_2035;;;;;47600.0;0.0;0.0
SK;2050;electrolysis_2035;;;;;47600.0;0.0;0.0
SK;2030;electrolysis_2040;;;;;42000.0;0.0;0.0
SK;2035;electrolysis_2040;;;;;42000.0;0.0;0.0
SK;2040;electrolysis_2040;;;;;42000.0;0.0;0.0
SK;2050;electrolysis_2040;;;;;42000.0;0.0;0.0
SK;2030;electrolysis_2050;;;;;36400.0;0.0;0.0
SK;2035;electrolysis_2050;;;;;36400.0;0.0;0.0
SK;2040;electrolysis_2050;;;;;36400.0;0.0;0.0
SK;2050;electrolysis_2050;;;;;36400.0;0.0;0.0
SK;2030;atr_ccs;;;0.0;;108000.0;3.1;0.0
SK;2035;atr_ccs;;;0.0;;108000.0;3.1;0.0
SK;2040;atr_ccs;;;0.0;;108000.0;3.1;0.0
SK;2050;atr_ccs;;;0.0;;108000.0;3.1;0.0
SK;2030;smr;;;804.7;;198000.0;0.0;0.0
SK;2035;smr;;;804.7;;198000.0;0.0;0.0
SK;2040;smr;;;804.7;;198000.0;0.0;0.0
SK;2050;smr;;;804.7;;198000.0;0.0;0.0
SK;2030;e_smr;;;;;144000.0;0.0;0.0
SK;2035;e_smr;;;;;144000.0;0.0;0.0
SK;2040;e_smr;;;;;144000.0;0.0;0.0
SK;2050;e_smr;;;;;144000.0;0.0;0.0
SK;2030;ccgt;;;;;20000.0;2.5;
SK;2035;ccgt;;;;;33810.0;2.5;
SK;2040;ccgt;;;;;33810.0;2.5;
SK;2050;ccgt;;;;;33810.0;2.5;
SK;2030;ocgt;;;;;11900.0;2.4;
SK;2035;ocgt;;;;;20820.0;2.4;
SK;2040;ocgt;;;;;20820.0;2.4;
SK;2050;ocgt;;;;;20820.0;2.4;
SK;2030;coal_pp;;;;;33878.0;3.45;
SK;2035;coal_pp;;;290.5;;33878.0;3.45;
SK;2040;coal_pp;;;290.5;;33878.0;3.45;
SK;2050;coal_pp;;;290.5;;33878.0;3.45;
SK;2030;lignite_pp;;;;;38816.0;4.1;
SK;2035;lignite_pp;;;84.9;;38816.0;4.1;
SK;2040;lignite_pp;;;84.9;;38816.0;4.1;
SK;2050;lignite_pp;;;84.9;;38816.0;4.1;
SK;2030;nuclear_lte;;;;;319000.0;;
SK;2035;nuclear_lte;;;2814.6;;319000.0;;
SK;2040;nuclear_lte;;;2814.6;;319000.0;;
SK;2050;nuclear_lte;;;1880.6;;319000.0;;
SK;2030;nuclear_new;;;;;100000.0;;
SK;2035;nuclear_new;;;15.0;;100000.0;;
SK;2040;nuclear_new;;;1215.0;;100000.0;;
SK;2050;nuclear_new;;;1215.0;;100000.0;;
SK;2030;oil_pp;;;;;26472.0;3.2;
SK;2035;oil_pp;;;133.3;;26472.0;3.2;
SK;2040;oil_pp;;;133.3;;26472.0;3.2;
SK;2050;oil_pp;;;133.3;;26472.0;3.2;
SK;2030;ccht;;;;;37190.0;2.5;
SK;2035;ccht;;;;;37190.0;2.5;
SK;2040;ccht;;;;;37190.0;2.5;
SK;2050;ccht;;;;;37190.0;2.5;
SK;2030;ocht;;;;;23940.0;2.4;
SK;2035;ocht;;;;;23940.0;2.4;
SK;2040;ocht;;;;;23940.0;2.4;
SK;2050;ocht;;;;;23940.0;2.4;
SK;2030;other_res;;;;;;;1.0
SK;2035;other_res;;;317.3;317.3;;;1.0
SK;2040;other_res;;;345.3;345.3;;;1.0
SK;2050;other_res;;;401.3;401.3;;;1.0
SK;2030;biogas_reactor;3445838.89;;;;0.0;49.94;
SK;2035;biogas_reactor;3445838.89;;;;0.0;50.38;
SK;2040;biogas_reactor;3445838.89;;;;0.0;50.81;
SK;2050;biogas_reactor;3445838.89;;;;0.0;49.97;
SK;2030;lignite_mine;;;;;0.0;8.6;
SK;2035;lignite_mine;;;;;0.0;8.6;
SK;2040;lignite_mine;;;;;0.0;8.6;
SK;2050;lignite_mine;;;;;0.0;8.6;
SK;2030;wind_onshore;;;;;16663.0;1.98;1.0
SK;2035;wind_onshore;;;0.0;;16314.0;1.93;1.0
SK;2040;wind_onshore;;;1355.0;;15965.0;1.89;1.0
SK;2050;wind_onshore;;;2000.0;;15602.0;1.85;1.0
SK;2030;wind_offshore;;;;;34000.0;3.45;1.0
SK;2035;wind_offshore;;;0.0;;32000.0;3.16;1.0
SK;2040;wind_offshore;;;0.0;;30000.0;2.99;1.0
SK;2050;wind_offshore;;;0.0;;28000.0;2.78;1.0
SK;2030;solar_pv;;;;;9500.0;;1.0
SK;2035;solar_pv;;;1000.0;;8800.0;;1.0
SK;2040;solar_pv;;;3250.0;;8100.0;;1.0
SK;2050;solar_pv;;;5000.0;;7400.0;;1.0
SK;2030;solar_rooftop_pv;;;;;10700.0;;1.0
SK;2035;solar_rooftop_pv;;;0.0;;10150.0;;1.0
SK;2040;solar_rooftop_pv;;;0.0;;9600.0;;1.0
SK;2050;solar_rooftop_pv;;;0.0;;8900.0;;1.0
SK;2030;hydro_river;;;;;130000.0;;1.0
SK;2035;hydro_river;;;1423.3;1423.3;130000.0;;1.0
SK;2040;hydro_river;;;1423.3;1423.3;130000.0;;1.0
SK;2050;hydro_river;;;1423.3;1423.3;130000.0;;1.0
SK;2030;hydro_reservoir;;;;;130000.0;;
SK;2035;hydro_reservoir;;;21.3;21.3;130000.0;;
SK;2040;hydro_reservoir;;;21.3;21.3;130000.0;;
SK;2050;hydro_reservoir;;;21.3;21.3;130000.0;;
SK;2030;hydro_pondage;;;;;130000.0;;
SK;2035;hydro_pondage;;;202.9;202.9;130000.0;;
SK;2040;hydro_pondage;;;202.9;202.9;130000.0;;
SK;2050;hydro_pondage;;;202.9;202.9;130000.0;;
SK;2030;hydro_pondage_h2o_inflow;;;;;0.0;;1.0
SK;2035;hydro_pondage_h2o_inflow;;;202.9;202.9;0.0;;1.0
SK;2040;hydro_pondage_h2o_inflow;;;202.9;202.9;0.0;;1.0
SK;2050;hydro_pondage_h2o_inflow;;;202.9;202.9;0.0;;1.0
SK;2030;hydro_reservoir_h2o_inflow;;;;;0.0;;1.0
SK;2035;hydro_reservoir_h2o_inflow;;;21.3;21.3;0.0;;1.0
SK;2040;hydro_reservoir_h2o_inflow;;;21.3;21.3;0.0;;1.0
SK;2050;hydro_reservoir_h2o_inflow;;;21.3;21.3;0.0;;1.0
SK;2030;heatpump;;;;;;;
SK;2035;heatpump;;;;;;;
SK;2040;heatpump;;;;;;;
SK;2050;heatpump;;;;;;;
SK;2030;ev;;;;;;;
SK;2035;ev;;;;;;;
SK;2040;ev;;;;;;;
SK;2050;ev;;;;;;;
SK;2030;ammonia_ships;;;0.0;;13366.0;;0.7
SK;2035;ammonia_ships;;;0.0;;12170.0;;0.7
SK;2040;ammonia_ships;;;0.0;;11365.0;;0.7
SK;2050;ammonia_ships;;;0.0;;10301.0;;0.7
SK;2030;mena_imports;;;0.0;;980.0;;0.5
SK;2035;mena_imports;;;0.0;;980.0;;0.5
SK;2040;mena_imports;;;0.0;;980.0;;0.5
SK;2050;mena_imports;;;0.0;;980.0;;0.5
SK;2030;ukraine_imports;;;0.0;;980.0;97.5;0.7
SK;2035;ukraine_imports;;;0.0;;980.0;80.62;0.7
SK;2040;ukraine_imports;;;13013.7;;980.0;63.75;0.7
SK;2050;ukraine_imports;;;13013.7;;980.0;63.75;0.7
SK;2030;norway_imports;;;0.0;;980.0;;0.7
SK;2035;norway_imports;;;0.0;;980.0;;0.7
SK;2040;norway_imports;;;0.0;;980.0;;0.7
SK;2050;norway_imports;;;0.0;;980.0;;0.7
SK;2030;dsr_1;;;0.0;;;;
SK;2035;dsr_1;;;0.0;;;;
SK;2040;dsr_1;;;0.0;;;;
SK;2050;dsr_1;;;0.0;;;;
SK;2030;dsr_2;;;0.0;;;;
SK;2035;dsr_2;;;0.0;;;;
SK;2040;dsr_2;;;0.0;;;;
SK;2050;dsr_2;;;0.0;;;;
SK;2030;dsr_3;;;0.0;;;;
SK;2035;dsr_3;;;0.0;;;;
SK;2040;dsr_3;;;0.0;;;;
SK;2050;dsr_3;;;0.0;;;;
SK;2030;dsr_4;;;0.0;;;;
SK;2035;dsr_4;;;0.0;;;;
SK;2040;dsr_4;;;0.0;;;;
SK;2050;dsr_4;;;0.0;;;;
SK;2030;dsr_5;;;0.0;;;;
SK;2035;dsr_5;;;0.0;;;;
SK;2040;dsr_5;;;0.0;;;;
SK;2050;dsr_5;;;0.0;;;;
SK;2030;dsr_6;;;0.0;;;;
SK;2035;dsr_6;;;0.0;;;;
SK;2040;dsr_6;;;0.0;;;;
SK;2050;dsr_6;;;0.0;;;;
SK;2030;dsr_7;;;0.0;;;;
SK;2035;dsr_7;;;0.0;;;;
SK;2040;dsr_7;;;0.0;;;;
SK;2050;dsr_7;;;0.0;;;;
SK;2030;dsr_8;;;0.0;;;;
SK;2035;dsr_8;;;0.0;;;;
SK;2040;dsr_8;;;0.0;;;;
SK;2050;dsr_8;;;0.0;;;;
SK;2030;dsr_9;;;0.0;;;;
SK;2035;dsr_9;;;0.0;;;;
SK;2040;dsr_9;;;0.0;;;;
SK;2050;dsr_9;;;0.0;;;;
SK;2030;dsr_10;;;0.0;;;;
SK;2035;dsr_10;;;0.0;;;;
SK;2040;dsr_10;;;0.0;;;;
SK;2050;dsr_10;;;0.0;;;;
TR;2030;electrolysis_2030;;;;;53200.0;0.0;0.0
TR;2035;electrolysis_2030;;;;;53200.0;0.0;0.0
TR;2040;electrolysis_2030;;;;;53200.0;0.0;0.0
TR;2050;electrolysis_2030;;;;;53200.0;0.0;0.0
TR;2030;electrolysis_2035;;;;;47600.0;0.0;0.0
TR;2035;electrolysis_2035;;;;;47600.0;0.0;0.0
TR;2040;electrolysis_2035;;;;;47600.0;0.0;0.0
TR;2050;electrolysis_2035;;;;;47600.0;0.0;0.0
TR;2030;electrolysis_2040;;;;;42000.0;0.0;0.0
TR;2035;electrolysis_2040;;;;;42000.0;0.0;0.0
TR;2040;electrolysis_2040;;;;;42000.0;0.0;0.0
TR;2050;electrolysis_2040;;;;;42000.0;0.0;0.0
TR;2030;electrolysis_2050;;;;;36400.0;0.0;0.0
TR;2035;electrolysis_2050;;;;;36400.0;0.0;0.0
TR;2040;electrolysis_2050;;;;;36400.0;0.0;0.0
TR;2050;electrolysis_2050;;;;;36400.0;0.0;0.0
TR;2030;atr_ccs;;;0.0;;108000.0;3.1;0.0
TR;2035;atr_ccs;;;0.0;;108000.0;3.1;0.0
TR;2040;atr_ccs;;;0.0;;108000.0;3.1;0.0
TR;2050;atr_ccs;;;0.0;;108000.0;3.1;0.0
TR;2030;smr;;;0.0;;198000.0;0.0;0.0
TR;2035;smr;;;0.0;;198000.0;0.0;0.0
TR;2040;smr;;;0.0;;198000.0;0.0;0.0
TR;2050;smr;;;0.0;;198000.0;0.0;0.0
TR;2030;e_smr;;;;;144000.0;0.0;0.0
TR;2035;e_smr;;;;;144000.0;0.0;0.0
TR;2040;e_smr;;;;;144000.0;0.0;0.0
TR;2050;e_smr;;;;;144000.0;0.0;0.0
TR;2030;ccgt;;;;;20000.0;2.5;
TR;2035;ccgt;;;;;33810.0;2.5;
TR;2040;ccgt;;;;;33810.0;2.5;
TR;2050;ccgt;;;;;33810.0;2.5;
TR;2030;ocgt;;;;;11900.0;2.4;
TR;2035;ocgt;;;;;20820.0;2.4;
TR;2040;ocgt;;;;;20820.0;2.4;
TR;2050;ocgt;;;;;20820.0;2.4;
TR;2030;coal_pp;;;;;33878.0;3.45;
TR;2035;coal_pp;;;8006.7;;33878.0;3.45;
TR;2040;coal_pp;;;7869.2;;33878.0;3.45;
TR;2050;coal_pp;;;7564.5;;33878.0;3.45;
TR;2030;lignite_pp;;;;;38816.0;4.1;
TR;2035;lignite_pp;;;10647.9;;38816.0;4.1;
TR;2040;lignite_pp;;;9160.8;;38816.0;4.1;
TR;2050;lignite_pp;;;7306.5;;38816.0;4.1;
TR;2030;nuclear_lte;;;;;319000.0;;
TR;2035;nuclear_lte;;;4456.0;;319000.0;;
TR;2040;nuclear_lte;;;4456.0;;319000.0;;
TR;2050;nuclear_lte;;;4456.0;;319000.0;;
TR;2030;nuclear_new;;;;;100000.0;;
TR;2035;nuclear_new;;;0.0;;100000.0;;
TR;2040;nuclear_new;;;0.0;;100000.0;;
TR;2050;nuclear_new;;;0.0;;100000.0;;
TR;2030;oil_pp;;;;;26472.0;3.2;
TR;2035;oil_pp;;;281.8;;26472.0;3.2;
TR;2040;oil_pp;;;119.9;;26472.0;3.2;
TR;2050;oil_pp;;;65.0;;26472.0;3.2;
TR;2030;ccht;;;;;37190.0;2.5;
TR;2035;ccht;;;;;37190.0;2.5;
TR;2040;ccht;;;;;37190.0;2.5;
TR;2050;ccht;;;;;37190.0;2.5;
TR;2030;ocht;;;;;23940.0;2.4;
TR;2035;ocht;;;;;23940.0;2.4;
TR;2040;ocht;;;;;23940.0;2.4;
TR;2050;ocht;;;;;23940.0;2.4;
TR;2030;other_res;;;;;;;1.0
TR;2035;other_res;;;0.0;0.0;;;1.0
TR;2040;other_res;;;0.0;0.0;;;1.0
TR;2050;other_res;;;0.0;0.0;;;1.0
TR;2030;biogas_reactor;0.0;;;;0.0;49.94;
TR;2035;biogas_reactor;0.0;;;;0.0;50.38;
TR;2040;biogas_reactor;0.0;;;;0.0;50.81;
TR;2050;biogas_reactor;0.0;;;;0.0;49.97;
TR;2030;lignite_mine;;;;;0.0;14.82;
TR;2035;lignite_mine;;;;;0.0;14.82;
TR;2040;lignite_mine;;;;;0.0;14.82;
TR;2050;lignite_mine;;;;;0.0;14.82;
TR;2030;wind_onshore;;;;;16663.0;1.98;1.0
TR;2035;wind_onshore;;;17000.0;;16314.0;1.93;1.0
TR;2040;wind_onshore;;;0.0;;15965.0;1.89;1.0
TR;2050;wind_onshore;;;0.0;;15602.0;1.85;1.0
TR;2030;wind_offshore;;;;;34000.0;3.45;1.0
TR;2035;wind_offshore;;;0.0;;32000.0;3.16;1.0
TR;2040;wind_offshore;;;0.0;;30000.0;2.99;1.0
TR;2050;wind_offshore;;;0.0;;28000.0;2.78;1.0
TR;2030;solar_pv;;;;;9500.0;;1.0
TR;2035;solar_pv;;;59000.0;;8800.0;;1.0
TR;2040;solar_pv;;;0.0;;8100.0;;1.0
TR;2050;solar_pv;;;0.0;;7400.0;;1.0
TR;2030;solar_rooftop_pv;;;;;10700.0;;1.0
TR;2035;solar_rooftop_pv;;;0.0;;10150.0;;1.0
TR;2040;solar_rooftop_pv;;;0.0;;9600.0;;1.0
TR;2050;solar_rooftop_pv;;;0.0;;8900.0;;1.0
TR;2030;hydro_river;;;;;130000.0;;1.0
TR;2035;hydro_river;;;19464.3;19464.3;130000.0;;1.0
TR;2040;hydro_river;;;19464.3;19464.3;130000.0;;1.0
TR;2050;hydro_river;;;19464.3;19464.3;130000.0;;1.0
TR;2030;hydro_reservoir;;;;;130000.0;;
TR;2035;hydro_reservoir;;;24347.0;24347.0;130000.0;;
TR;2040;hydro_reservoir;;;24347.0;24347.0;130000.0;;
TR;2050;hydro_reservoir;;;24347.0;24347.0;130000.0;;
TR;2030;hydro_pondage;;;;;130000.0;;
TR;2035;hydro_pondage;;;0.0;0.0;130000.0;;
TR;2040;hydro_pondage;;;0.0;0.0;130000.0;;
TR;2050;hydro_pondage;;;0.0;0.0;130000.0;;
TR;2030;hydro_pondage_h2o_inflow;;;;;0.0;;1.0
TR;2035;hydro_pondage_h2o_inflow;;;0.0;0.0;0.0;;1.0
TR;2040;hydro_pondage_h2o_inflow;;;0.0;0.0;0.0;;1.0
TR;2050;hydro_pondage_h2o_inflow;;;0.0;0.0;0.0;;1.0
TR;2030;hydro_reservoir_h2o_inflow;;;;;0.0;;1.0
TR;2035;hydro_reservoir_h2o_inflow;;;24347.0;24347.0;0.0;;1.0
TR;2040;hydro_reservoir_h2o_inflow;;;24347.0;24347.0;0.0;;1.0
TR;2050;hydro_reservoir_h2o_inflow;;;24347.0;24347.0;0.0;;1.0
TR;2030;heatpump;;;;;;;
TR;2035;heatpump;;;;;;;
TR;2040;heatpump;;;;;;;
TR;2050;heatpump;;;;;;;
TR;2030;ev;;;;;;;
TR;2035;ev;;;;;;;
TR;2040;ev;;;;;;;
TR;2050;ev;;;;;;;
TR;2030;ammonia_ships;;;0.0;;13366.0;;0.7
TR;2035;ammonia_ships;;;0.0;;12170.0;;0.7
TR;2040;ammonia_ships;;;0.0;;11365.0;;0.7
TR;2050;ammonia_ships;;;0.0;;10301.0;;0.7
TR;2030;mena_imports;;;0.0;;980.0;;0.5
TR;2035;mena_imports;;;0.0;;980.0;;0.5
TR;2040;mena_imports;;;0.0;;980.0;;0.5
TR;2050;mena_imports;;;0.0;;980.0;;0.5
TR;2030;ukraine_imports;;;0.0;;980.0;;0.7
TR;2035;ukraine_imports;;;0.0;;980.0;;0.7
TR;2040;ukraine_imports;;;0.0;;980.0;;0.7
TR;2050;ukraine_imports;;;0.0;;980.0;;0.7
TR;2030;norway_imports;;;0.0;;980.0;;0.7
TR;2035;norway_imports;;;0.0;;980.0;;0.7
TR;2040;norway_imports;;;0.0;;980.0;;0.7
TR;2050;norway_imports;;;0.0;;980.0;;0.7
TR;2030;dsr_1;;;0.0;;;;
TR;2035;dsr_1;;;0.0;;;;
TR;2040;dsr_1;;;0.0;;;;
TR;2050;dsr_1;;;0.0;;;;
TR;2030;dsr_2;;;0.0;;;;
TR;2035;dsr_2;;;0.0;;;;
TR;2040;dsr_2;;;0.0;;;;
TR;2050;dsr_2;;;0.0;;;;
TR;2030;dsr_3;;;0.0;;;;
TR;2035;dsr_3;;;0.0;;;;
TR;2040;dsr_3;;;0.0;;;;
TR;2050;dsr_3;;;0.0;;;;
TR;2030;dsr_4;;;0.0;;;;
TR;2035;dsr_4;;;0.0;;;;
TR;2040;dsr_4;;;0.0;;;;
TR;2050;dsr_4;;;0.0;;;;
TR;2030;dsr_5;;;0.0;;;;
TR;2035;dsr_5;;;0.0;;;;
TR;2040;dsr_5;;;0.0;;;;
TR;2050;dsr_5;;;0.0;;;;
TR;2030;dsr_6;;;0.0;;;;
TR;2035;dsr_6;;;0.0;;;;
TR;2040;dsr_6;;;0.0;;;;
TR;2050;dsr_6;;;0.0;;;;
TR;2030;dsr_7;;;0.0;;;;
TR;2035;dsr_7;;;0.0;;;;
TR;2040;dsr_7;;;0.0;;;;
TR;2050;dsr_7;;;0.0;;;;
TR;2030;dsr_8;;;0.0;;;;
TR;2035;dsr_8;;;0.0;;;;
TR;2040;dsr_8;;;0.0;;;;
TR;2050;dsr_8;;;0.0;;;;
TR;2030;dsr_9;;;0.0;;;;
TR;2035;dsr_9;;;0.0;;;;
TR;2040;dsr_9;;;0.0;;;;
TR;2050;dsr_9;;;0.0;;;;
TR;2030;dsr_10;;;0.0;;;;
TR;2035;dsr_10;;;0.0;;;;
TR;2040;dsr_10;;;0.0;;;;
TR;2050;dsr_10;;;0.0;;;;
UA;2030;electrolysis_2030;;;;;53200.0;0.0;0.0
UA;2035;electrolysis_2030;;;;;53200.0;0.0;0.0
UA;2040;electrolysis_2030;;;;;53200.0;0.0;0.0
UA;2050;electrolysis_2030;;;;;53200.0;0.0;0.0
UA;2030;electrolysis_2035;;;;;47600.0;0.0;0.0
UA;2035;electrolysis_2035;;;;;47600.0;0.0;0.0
UA;2040;electrolysis_2035;;;;;47600.0;0.0;0.0
UA;2050;electrolysis_2035;;;;;47600.0;0.0;0.0
UA;2030;electrolysis_2040;;;;;42000.0;0.0;0.0
UA;2035;electrolysis_2040;;;;;42000.0;0.0;0.0
UA;2040;electrolysis_2040;;;;;42000.0;0.0;0.0
UA;2050;electrolysis_2040;;;;;42000.0;0.0;0.0
UA;2030;electrolysis_2050;;;;;36400.0;0.0;0.0
UA;2035;electrolysis_2050;;;;;36400.0;0.0;0.0
UA;2040;electrolysis_2050;;;;;36400.0;0.0;0.0
UA;2050;electrolysis_2050;;;;;36400.0;0.0;0.0
UA;2030;atr_ccs;;;0.0;;108000.0;3.1;0.0
UA;2035;atr_ccs;;;0.0;;108000.0;3.1;0.0
UA;2040;atr_ccs;;;0.0;;108000.0;3.1;0.0
UA;2050;atr_ccs;;;0.0;;108000.0;3.1;0.0
UA;2030;smr;;;0.0;;198000.0;0.0;0.0
UA;2035;smr;;;0.0;;198000.0;0.0;0.0
UA;2040;smr;;;0.0;;198000.0;0.0;0.0
UA;2050;smr;;;0.0;;198000.0;0.0;0.0
UA;2030;e_smr;;;;;144000.0;0.0;0.0
UA;2035;e_smr;;;;;144000.0;0.0;0.0
UA;2040;e_smr;;;;;144000.0;0.0;0.0
UA;2050;e_smr;;;;;144000.0;0.0;0.0
UA;2030;ccgt;;;;;20000.0;2.5;
UA;2035;ccgt;;;;;33810.0;2.5;
UA;2040;ccgt;;;;;33810.0;2.5;
UA;2050;ccgt;;;;;33810.0;2.5;
UA;2030;ocgt;;;;;11900.0;2.4;
UA;2035;ocgt;;;;;20820.0;2.4;
UA;2040;ocgt;;;;;20820.0;2.4;
UA;2050;ocgt;;;;;20820.0;2.4;
UA;2030;coal_pp;;;;;33878.0;3.45;
UA;2035;coal_pp;;;0.0;;33878.0;3.45;
UA;2040;coal_pp;;;0.0;;33878.0;3.45;
UA;2050;coal_pp;;;0.0;;33878.0;3.45;
UA;2030;lignite_pp;;;;;38816.0;4.1;
UA;2035;lignite_pp;;;0.0;;38816.0;4.1;
UA;2040;lignite_pp;;;0.0;;38816.0;4.1;
UA;2050;lignite_pp;;;0.0;;38816.0;4.1;
UA;2030;nuclear_lte;;;;;319000.0;;
UA;2035;nuclear_lte;;;7552.3;;319000.0;;
UA;2040;nuclear_lte;;;3007.6;;319000.0;;
UA;2050;nuclear_lte;;;2102.0;;319000.0;;
UA;2030;nuclear_new;;;;;100000.0;;
UA;2035;nuclear_new;;;0.0;;100000.0;;
UA;2040;nuclear_new;;;0.0;;100000.0;;
UA;2050;nuclear_new;;;0.0;;100000.0;;
UA;2030;oil_pp;;;;;26472.0;3.2;
UA;2035;oil_pp;;;0.0;;26472.0;3.2;
UA;2040;oil_pp;;;0.0;;26472.0;3.2;
UA;2050;oil_pp;;;0.0;;26472.0;3.2;
UA;2030;ccht;;;;;37190.0;2.5;
UA;2035;ccht;;;;;37190.0;2.5;
UA;2040;ccht;;;;;37190.0;2.5;
UA;2050;ccht;;;;;37190.0;2.5;
UA;2030;ocht;;;;;23940.0;2.4;
UA;2035;ocht;;;;;23940.0;2.4;
UA;2040;ocht;;;;;23940.0;2.4;
UA;2050;ocht;;;;;23940.0;2.4;
UA;2030;other_res;;;;;;;1.0
UA;2035;other_res;;;900.0;900.0;;;1.0
UA;2040;other_res;;;950.0;950.0;;;1.0
UA;2050;other_res;;;250.0;250.0;;;1.0
UA;2030;biogas_reactor;0.0;;;;0.0;49.94;
UA;2035;biogas_reactor;0.0;;;;0.0;50.38;
UA;2040;biogas_reactor;0.0;;;;0.0;50.81;
UA;2050;biogas_reactor;0.0;;;;0.0;49.97;
UA;2030;lignite_mine;;;;;0.0;;
UA;2035;lignite_mine;;;;;0.0;;
UA;2040;lignite_mine;;;;;0.0;;
UA;2050;lignite_mine;;;;;0.0;;
UA;2030;wind_onshore;;;;;16663.0;1.98;1.0
UA;2035;wind_onshore;;;7000.0;;16314.0;1.93;1.0
UA;2040;wind_onshore;;;0.0;;15965.0;1.89;1.0
UA;2050;wind_onshore;;;0.0;;15602.0;1.85;1.0
UA;2030;wind_offshore;;;;;34000.0;3.45;1.0
UA;2035;wind_offshore;;;0.0;;32000.0;3.16;1.0
UA;2040;wind_offshore;;;0.0;;30000.0;2.99;1.0
UA;2050;wind_offshore;;;0.0;;28000.0;2.78;1.0
UA;2030;solar_pv;;;;;9500.0;;1.0
UA;2035;solar_pv;;;14000.0;;8800.0;;1.0
UA;2040;solar_pv;;;0.0;;8100.0;;1.0
UA;2050;solar_pv;;;0.0;;7400.0;;1.0
UA;2030;solar_rooftop_pv;;;;;10700.0;;1.0
UA;2035;solar_rooftop_pv;;;0.0;;10150.0;;1.0
UA;2040;solar_rooftop_pv;;;0.0;;9600.0;;1.0
UA;2050;solar_rooftop_pv;;;0.0;;8900.0;;1.0
UA;2030;hydro_river;;;;;130000.0;;1.0
UA;2035;hydro_river;;;195.0;195.0;130000.0;;1.0
UA;2040;hydro_river;;;195.0;195.0;130000.0;;1.0
UA;2050;hydro_river;;;195.0;195.0;130000.0;;1.0
UA;2030;hydro_reservoir;;;;;130000.0;;
UA;2035;hydro_reservoir;;;3027.3;3027.3;130000.0;;
UA;2040;hydro_reservoir;;;3027.3;3027.3;130000.0;;
UA;2050;hydro_reservoir;;;2649.6;2649.6;130000.0;;
UA;2030;hydro_pondage;;;;;130000.0;;
UA;2035;hydro_pondage;;;0.0;0.0;130000.0;;
UA;2040;hydro_pondage;;;0.0;0.0;130000.0;;
UA;2050;hydro_pondage;;;0.0;0.0;130000.0;;
UA;2030;hydro_pondage_h2o_inflow;;;;;0.0;;1.0
UA;2035;hydro_pondage_h2o_inflow;;;0.0;0.0;0.0;;1.0
UA;2040;hydro_pondage_h2o_inflow;;;0.0;0.0;0.0;;1.0
UA;2050;hydro_pondage_h2o_inflow;;;0.0;0.0;0.0;;1.0
UA;2030;hydro_reservoir_h2o_inflow;;;;;0.0;;1.0
UA;2035;hydro_reservoir_h2o_inflow;;;3027.3;3027.3;0.0;;1.0
UA;2040;hydro_reservoir_h2o_inflow;;;3027.3;3027.3;0.0;;1.0
UA;2050;hydro_reservoir_h2o_inflow;;;2649.6;2649.6;0.0;;1.0
UA;2030;heatpump;;;;;;;
UA;2035;heatpump;;;;;;;
UA;2040;heatpump;;;;;;;
UA;2050;heatpump;;;;;;;
UA;2030;ev;;;;;;;
UA;2035;ev;;;;;;;
UA;2040;ev;;;;;;;
UA;2050;ev;;;;;;;
UA;2030;ammonia_ships;;;0.0;;13366.0;;0.7
UA;2035;ammonia_ships;;;0.0;;12170.0;;0.7
UA;2040;ammonia_ships;;;0.0;;11365.0;;0.7
UA;2050;ammonia_ships;;;0.0;;10301.0;;0.7
UA;2030;mena_imports;;;0.0;;980.0;;0.5
UA;2035;mena_imports;;;0.0;;980.0;;0.5
UA;2040;mena_imports;;;0.0;;980.0;;0.5
