area;year_op;conversion_tech;max_yearly_production;max_daily_production;power_capacity_max;power_capacity_min;fixed_cost;variable_cost;must_run
BG;2037;hydro_reservoir_h2o_inflow;;;1281.3;1281.3;0.0;;1.0
BG;2042;hydro_reservoir_h2o_inflow;;;1281.3;1281.3;0.0;;1.0
BG;2052;hydro_reservoir_h2o_inflow;;;1281.3;1281.3;0.0;;1.0
BG;2032;heatpump;;;;;;;
BG;2037;heatpump;;;;;;;
BG;2042;heatpump;;;;;;;
BG;2052;heatpump;;;;;;;
BG;2032;ev;;;;;;;
BG;2037;ev;;;;;;;
BG;2042;ev;;;;;;;
BG;2052;ev;;;;;;;
BG;2032;ammonia_ships;;;0.0;;13366.0;;0.7
BG;2037;ammonia_ships;;;0.0;;12170.0;;0.7
BG;2042;ammonia_ships;;;0.0;;11365.0;;0.7
BG;2052;ammonia_ships;;;0.0;;10301.0;;0.7
BG;2032;mena_imports;;;0.0;;980.0;;0.5
BG;2037;mena_imports;;;0.0;;980.0;;0.5
BG;2042;mena_imports;;;0.0;;980.0;;0.5
BG;2052;mena_imports;;;0.0;;980.0;;0.5
BG;2032;ukraine_imports;;;0.0;;980.0;;0.7
BG;2037;ukraine_imports;;;0.0;;980.0;;0.7
BG;2042;ukraine_imports;;;0.0;;980.0;;0.7
BG;2052;ukraine_imports;;;0.0;;980.0;;0.7
BG;2032;norway_imports;;;0.0;;980.0;;0.7
BG;2037;norway_imports;;;0.0;;980.0;;0.7
BG;2042;norway_imports;;;0.0;;980.0;;0.7
BG;2052;norway_imports;;;0.0;;980.0;;0.7
BG;2032;dsr_1;;;0.0;;;;
BG;2037;dsr_1;;;0.0;;;;
BG;2042;dsr_1;;;0.0;;;;
BG;2052;dsr_1;;;0.0;;;;
BG;2032;dsr_2;;;0.0;;;;
BG;2037;dsr_2;;;0.0;;;;
BG;2042;dsr_2;;;0.0;;;;
BG;2052;dsr_2;;;0.0;;;;
BG;2032;dsr_3;;;0.0;;;;
BG;2037;dsr_3;;;0.0;;;;
BG;2042;dsr_3;;;0.0;;;;
BG;2052;dsr_3;;;0.0;;;;
BG;2032;dsr_4;;;0.0;;;;
BG;2037;dsr_4;;;0.0;;;;
BG;2042;dsr_4;;;0.0;;;;
BG;2052;dsr_4;;;0.0;;;;
BG;2032;dsr_5;;;0.0;;;;
BG;2037;dsr_5;;;0.0;;;;
BG;2042;dsr_5;;;0.0;;;;
BG;2052;dsr_5;;;0.0;;;;
BG;2032;dsr_6;;;0.0;;;;
BG;2037;dsr_6;;;0.0;;;;
BG;2042;dsr_6;;;0.0;;;;
BG;2052;dsr_6;;;0.0;;;;
BG;2032;dsr_7;;;0.0;;;;
BG;2037;dsr_7;;;0.0;;;;
BG;2042;dsr_7;;;0.0;;;;
BG;2052;dsr_7;;;0.0;;;;
BG;2032;dsr_8;;;0.0;;;;
BG;2037;dsr_8;;;0.0;;;;
BG;2042;dsr_8;;;0.0;;;;
BG;2052;dsr_8;;;0.0;;;;
BG;2032;dsr_9;;;0.0;;;;
BG;2037;dsr_9;;;0.0;;;;
BG;2042;dsr_9;;;0.0;;;;
BG;2052;dsr_9;;;0.0;;;;
BG;2032;dsr_10;;;0.0;;;;
BG;2037;dsr_10;;;0.0;;;;
BG;2042;dsr_10;;;0.0;;;;
BG;2052;dsr_10;;;0.0;;;;
CH;2032;electrolysis_2030;;;;;53200.0;0.0;0.0
CH;2037;electrolysis_2030;;;;;53200.0;0.0;0.0
CH;2042;electrolysis_2030;;;;;53200.0;0.0;0.0
CH;2052;electrolysis_2030;;;;;53200.0;0.0;0.0
CH;2032;electrolysis_2035;;;;;47600.0;0.0;0.0
CH;2037;electrolysis_2035;;;;;47600.0;0.0;0.0
CH;2042;electrolysis_2035;;;;;47600.0;0.0;0.0
CH;2052;electrolysis_2035;;;;;47600.0;0.0;0.0
CH;2032;electrolysis_2040;;;;;42000.0;0.0;0.0
CH;2037;electrolysis_2040;;;;;42000.0;0.0;0.0
CH;2042;electrolysis_2040;;;;;42000.0;0.0;0.0
CH;2052;electrolysis_2040;;;;;42000.0;0.0;0.0
CH;2032;electrolysis_2050;;;;;36400.0;0.0;0.0
CH;2037;electrolysis_2050;;;;;36400.0;0.0;0.0
CH;2042;electrolysis_2050;;;;;36400.0;0.0;0.0
CH;2052;electrolysis_2050;;;;;36400.0;0.0;0.0
CH;2032;atr_ccs;;;0.0;;108000.0;3.1;0.0
CH;2037;atr_ccs;;;0.0;;108000.0;3.1;0.0
CH;2042;atr_ccs;;;0.0;;108000.0;3.1;0.0
CH;2052;atr_ccs;;;0.0;;108000.0;3.1;0.0
CH;2032;smr;;;80.3;;198000.0;0.0;0.0
CH;2037;smr;;;80.3;;198000.0;0.0;0.0
CH;2042;smr;;;80.3;;198000.0;0.0;0.0
CH;2052;smr;;;80.3;;198000.0;0.0;0.0
CH;2032;e_smr;;;;;144000.0;0.0;0.0
CH;2037;e_smr;;;;;144000.0;0.0;0.0
CH;2042;e_smr;;;;;144000.0;0.0;0.0
CH;2052;e_smr;;;;;144000.0;0.0;0.0
CH;2032;ccgt;;;;;20000.0;2.5;
CH;2037;ccgt;;;;;33810.0;2.5;
CH;2042;ccgt;;;;;33810.0;2.5;
CH;2052;ccgt;;;;;33810.0;2.5;
CH;2032;ocgt;;;;;11900.0;2.4;
CH;2037;ocgt;;;;;20820.0;2.4;
CH;2042;ocgt;;;;;20820.0;2.4;
CH;2052;ocgt;;;;;20820.0;2.4;
CH;2032;coal_pp;;;;;33878.0;3.45;
CH;2037;coal_pp;;;0.0;;33878.0;3.45;
CH;2042;coal_pp;;;0.0;;33878.0;3.45;
CH;2052;coal_pp;;;0.0;;33878.0;3.45;
CH;2032;lignite_pp;;;;;38816.0;4.1;
CH;2037;lignite_pp;;;0.0;;38816.0;4.1;
CH;2042;lignite_pp;;;0.0;;38816.0;4.1;
CH;2052;lignite_pp;;;0.0;;38816.0;4.1;
CH;2032;nuclear_lte;;;;;319000.0;;1.0
CH;2037;nuclear_lte;;;2230.0;;319000.0;;
CH;2042;nuclear_lte;;;1220.0;;319000.0;;
CH;2052;nuclear_lte;;;0.0;;319000.0;;
CH;2032;nuclear_new;;;;;100000.0;;1.0
CH;2037;nuclear_new;;;0.0;;100000.0;;
CH;2042;nuclear_new;;;0.0;;100000.0;;
CH;2052;nuclear_new;;;0.0;;100000.0;;
CH;2032;oil_pp;;;;;26472.0;3.2;
CH;2037;oil_pp;;;0.0;;26472.0;3.2;
CH;2042;oil_pp;;;0.0;;26472.0;3.2;
CH;2052;oil_pp;;;0.0;;26472.0;3.2;
CH;2032;ccht;;;;;37190.0;2.5;
CH;2037;ccht;;;;;37190.0;2.5;
CH;2042;ccht;;;;;37190.0;2.5;
CH;2052;ccht;;;;;37190.0;2.5;
CH;2032;ocht;;;;;23940.0;2.4;
CH;2037;ocht;;;;;23940.0;2.4;
CH;2042;ocht;;;;;23940.0;2.4;
CH;2052;ocht;;;;;23940.0;2.4;
CH;2032;other_res;;;;;;;1.0
CH;2037;other_res;;;298.9;298.9;;;1.0
CH;2042;other_res;;;369.4;369.4;;;1.0
CH;2052;other_res;;;550.5;550.5;;;1.0
CH;2032;biogas_reactor;1238368.61;;;;0.0;49.94;
CH;2037;biogas_reactor;1238368.61;;;;0.0;50.38;
CH;2042;biogas_reactor;1238368.61;;;;0.0;50.81;
CH;2052;biogas_reactor;1238368.61;;;;0.0;49.97;
CH;2032;lignite_mine;;;;;0.0;;
CH;2037;lignite_mine;;;;;0.0;;
CH;2042;lignite_mine;;;;;0.0;;
CH;2052;lignite_mine;;;;;0.0;;
CH;2032;wind_onshore;;;;;16663.0;1.98;1.0
CH;2037;wind_onshore;;;0.0;;16314.0;1.93;1.0
CH;2042;wind_onshore;;;1150.0;;15965.0;1.89;1.0
CH;2052;wind_onshore;;;2223.0;;15602.0;1.85;1.0
CH;2032;wind_offshore;;;;;34000.0;3.45;1.0
CH;2037;wind_offshore;;;0.0;;32000.0;3.16;1.0
CH;2042;wind_offshore;;;0.0;;30000.0;2.99;1.0
CH;2052;wind_offshore;;;0.0;;28000.0;2.78;1.0
CH;2032;solar_pv;;;;;9500.0;;1.0
CH;2037;solar_pv;;;24000.0;;8800.0;;1.0
CH;2042;solar_pv;;;30090.0;;8100.0;;1.0
CH;2052;solar_pv;;;44567.0;;7400.0;;1.0
CH;2032;solar_rooftop_pv;;;;;10700.0;;1.0
CH;2037;solar_rooftop_pv;;;0.0;;10150.0;;1.0
CH;2042;solar_rooftop_pv;;;0.0;;9600.0;;1.0
CH;2052;solar_rooftop_pv;;;0.0;;8900.0;;1.0
CH;2032;hydro_river;;;;;130000.0;;1.0
CH;2037;hydro_river;;;4262.5;4262.5;130000.0;;1.0
CH;2042;hydro_river;;;4310.0;4310.0;130000.0;;1.0
CH;2052;hydro_river;;;4484.4;4484.4;130000.0;;1.0
CH;2032;hydro_reservoir;;;;;130000.0;;
CH;2037;hydro_reservoir;;;8730.0;8730.0;130000.0;;
CH;2042;hydro_reservoir;;;8930.0;8930.0;130000.0;;
CH;2052;hydro_reservoir;;;9291.3;9291.3;130000.0;;
CH;2032;hydro_pondage;;;;;130000.0;;
CH;2037;hydro_pondage;;;0.0;0.0;130000.0;;
CH;2042;hydro_pondage;;;0.0;0.0;130000.0;;
CH;2052;hydro_pondage;;;0.0;0.0;130000.0;;
CH;2032;hydro_pondage_h2o_inflow;;;;;0.0;;1.0
CH;2037;hydro_pondage_h2o_inflow;;;0.0;0.0;0.0;;1.0
CH;2042;hydro_pondage_h2o_inflow;;;0.0;0.0;0.0;;1.0
CH;2052;hydro_pondage_h2o_inflow;;;0.0;0.0;0.0;;1.0
CH;2032;hydro_reservoir_h2o_inflow;;;;;0.0;;1.0
CH;2037;hydro_reservoir_h2o_inflow;;;8730.0;8730.0;0.0;;1.0
CH;2042;hydro_reservoir_h2o_inflow;;;8930.0;8930.0;0.0;;1.0
CH;2052;hydro_reservoir_h2o_inflow;;;9291.3;9291.3;0.0;;1.0
CH;2032;heatpump;;;;;;;
CH;2037;heatpump;;;;;;;
CH;2042;heatpump;;;;;;;
CH;2052;heatpump;;;;;;;
CH;2032;ev;;;;;;;
CH;2037;ev;;;;;;;
CH;2042;ev;;;;;;;
CH;2052;ev;;;;;;;
CH;2032;ammonia_ships;;;0.0;;13366.0;;0.7
CH;2037;ammonia_ships;;;0.0;;12170.0;;0.7
CH;2042;ammonia_ships;;;0.0;;11365.0;;0.7
CH;2052;ammonia_ships;;;0.0;;10301.0;;0.7
CH;2032;mena_imports;;;0.0;;980.0;;0.5
CH;2037;mena_imports;;;0.0;;980.0;;0.5
CH;2042;mena_imports;;;0.0;;980.0;;0.5
CH;2052;mena_imports;;;0.0;;980.0;;0.5
CH;2032;ukraine_imports;;;0.0;;980.0;;0.7
CH;2037;ukraine_imports;;;0.0;;980.0;;0.7
CH;2042;ukraine_imports;;;0.0;;980.0;;0.7
CH;2052;ukraine_imports;;;0.0;;980.0;;0.7
CH;2032;norway_imports;;;0.0;;980.0;;0.7
CH;2037;norway_imports;;;0.0;;980.0;;0.7
CH;2042;norway_imports;;;0.0;;980.0;;0.7
CH;2052;norway_imports;;;0.0;;980.0;;0.7
CH;2032;dsr_1;;;0.0;;;;
CH;2037;dsr_1;;;0.0;;;;
CH;2042;dsr_1;;;0.0;;;;
CH;2052;dsr_1;;;0.0;;;;
CH;2032;dsr_2;;;0.0;;;;
CH;2037;dsr_2;;;0.0;;;;
CH;2042;dsr_2;;;0.0;;;;
CH;2052;dsr_2;;;0.0;;;;
CH;2032;dsr_3;;;0.0;;;;
CH;2037;dsr_3;;;0.0;;;;
CH;2042;dsr_3;;;0.0;;;;
CH;2052;dsr_3;;;0.0;;;;
CH;2032;dsr_4;;;0.0;;;;
CH;2037;dsr_4;;;0.0;;;;
CH;2042;dsr_4;;;0.0;;;;
CH;2052;dsr_4;;;0.0;;;;
CH;2032;dsr_5;;;0.0;;;;
CH;2037;dsr_5;;;0.0;;;;
CH;2042;dsr_5;;;0.0;;;;
CH;2052;dsr_5;;;0.0;;;;
CH;2032;dsr_6;;;0.0;;;;
CH;2037;dsr_6;;;0.0;;;;
CH;2042;dsr_6;;;0.0;;;;
CH;2052;dsr_6;;;0.0;;;;
CH;2032;dsr_7;;;0.0;;;;
CH;2037;dsr_7;;;0.0;;;;
CH;2042;dsr_7;;;0.0;;;;
CH;2052;dsr_7;;;0.0;;;;
CH;2032;dsr_8;;;0.0;;;;
CH;2037;dsr_8;;;0.0;;;;
CH;2042;dsr_8;;;0.0;;;;
CH;2052;dsr_8;;;0.0;;;;
CH;2032;dsr_9;;;0.0;;;;
CH;2037;dsr_9;;;0.0;;;;
CH;2042;dsr_9;;;0.0;;;;
CH;2052;dsr_9;;;0.0;;;;
CH;2032;dsr_10;;;0.0;;;;
CH;2037;dsr_10;;;0.0;;;;
CH;2042;dsr_10;;;0.0;;;;
CH;2052;dsr_10;;;0.0;;;;
CY;2032;electrolysis_2030;;;;;53200.0;0.0;0.0
CY;2037;electrolysis_2030;;;;;53200.0;0.0;0.0
CY;2042;electrolysis_2030;;;;;53200.0;0.0;0.0
CY;2052;electrolysis_2030;;;;;53200.0;0.0;0.0
CY;2032;electrolysis_2035;;;;;47600.0;0.0;0.0
CY;2037;electrolysis_2035;;;;;47600.0;0.0;0.0
CY;2042;electrolysis_2035;;;;;47600.0;0.0;0.0
CY;2052;electrolysis_2035;;;;;47600.0;0.0;0.0
CY;2032;electrolysis_2040;;;;;42000.0;0.0;0.0
CY;2037;electrolysis_2040;;;;;42000.0;0.0;0.0
CY;2042;electrolysis_2040;;;;;42000.0;0.0;0.0
CY;2052;electrolysis_2040;;;;;42000.0;0.0;0.0
CY;2032;electrolysis_2050;;;;;36400.0;0.0;0.0
CY;2037;electrolysis_2050;;;;;36400.0;0.0;0.0
CY;2042;electrolysis_2050;;;;;36400.0;0.0;0.0
CY;2052;electrolysis_2050;;;;;36400.0;0.0;0.0
CY;2032;atr_ccs;;;0.0;;108000.0;3.1;0.0
CY;2037;atr_ccs;;;0.0;;108000.0;3.1;0.0
CY;2042;atr_ccs;;;0.0;;108000.0;3.1;0.0
CY;2052;atr_ccs;;;0.0;;108000.0;3.1;0.0
CY;2032;smr;;;0.0;;198000.0;0.0;0.0
CY;2037;smr;;;0.0;;198000.0;0.0;0.0
CY;2042;smr;;;0.0;;198000.0;0.0;0.0
CY;2052;smr;;;0.0;;198000.0;0.0;0.0
CY;2032;e_smr;;;;;144000.0;0.0;0.0
CY;2037;e_smr;;;;;144000.0;0.0;0.0
CY;2042;e_smr;;;;;144000.0;0.0;0.0
CY;2052;e_smr;;;;;144000.0;0.0;0.0
CY;2032;ccgt;;;;;20000.0;2.5;
CY;2037;ccgt;;;;;33810.0;2.5;
CY;2042;ccgt;;;;;33810.0;2.5;
CY;2052;ccgt;;;;;33810.0;2.5;
CY;2032;ocgt;;;;;11900.0;2.4;
CY;2037;ocgt;;;;;20820.0;2.4;
CY;2042;ocgt;;;;;20820.0;2.4;
CY;2052;ocgt;;;;;20820.0;2.4;
CY;2032;coal_pp;;;;;33878.0;3.45;
CY;2037;coal_pp;;;0.0;;33878.0;3.45;
CY;2042;coal_pp;;;0.0;;33878.0;3.45;
CY;2052;coal_pp;;;0.0;;33878.0;3.45;
CY;2032;lignite_pp;;;;;38816.0;4.1;
CY;2037;lignite_pp;;;0.0;;38816.0;4.1;
CY;2042;lignite_pp;;;0.0;;38816.0;4.1;
CY;2052;lignite_pp;;;0.0;;38816.0;4.1;
CY;2032;nuclear_lte;;;;;319000.0;;
CY;2037;nuclear_lte;;;0.0;;319000.0;;
CY;2042;nuclear_lte;;;0.0;;319000.0;;
CY;2052;nuclear_lte;;;0.0;;319000.0;;
CY;2032;nuclear_new;;;;;100000.0;;
CY;2037;nuclear_new;;;0.0;;100000.0;;
CY;2042;nuclear_new;;;0.0;;100000.0;;
CY;2052;nuclear_new;;;0.0;;100000.0;;
CY;2032;oil_pp;;;;;26472.0;3.2;
CY;2037;oil_pp;;;97.8;;26472.0;3.2;
CY;2042;oil_pp;;;0.0;;26472.0;3.2;
CY;2052;oil_pp;;;0.0;;26472.0;3.2;
CY;2032;ccht;;;;;37190.0;2.5;
CY;2037;ccht;;;;;37190.0;2.5;
CY;2042;ccht;;;;;37190.0;2.5;
CY;2052;ccht;;;;;37190.0;2.5;
CY;2032;ocht;;;;;23940.0;2.4;
CY;2037;ocht;;;;;23940.0;2.4;
CY;2042;ocht;;;;;23940.0;2.4;
CY;2052;ocht;;;;;23940.0;2.4;
CY;2032;other_res;;;;;;;1.0
CY;2037;other_res;;;50.0;50.0;;;1.0
CY;2042;other_res;;;88.0;88.0;;;1.0
CY;2052;other_res;;;88.0;88.0;;;1.0
CY;2032;biogas_reactor;1240495.28;;;;0.0;49.94;
CY;2037;biogas_reactor;1240495.28;;;;0.0;50.38;
CY;2042;biogas_reactor;1240495.28;;;;0.0;50.81;
CY;2052;biogas_reactor;1240495.28;;;;0.0;49.97;
CY;2032;lignite_mine;;;;;0.0;;
CY;2037;lignite_mine;;;;;0.0;;
CY;2042;lignite_mine;;;;;0.0;;
CY;2052;lignite_mine;;;;;0.0;;
CY;2032;wind_onshore;;;;;16663.0;1.98;1.0
CY;2037;wind_onshore;;;0.0;;16314.0;1.93;1.0
CY;2042;wind_onshore;;;300.0;;15965.0;1.89;1.0
CY;2052;wind_onshore;;;400.0;;15602.0;1.85;1.0
CY;2032;wind_offshore;;;;;34000.0;3.45;1.0
CY;2037;wind_offshore;;;0.0;;32000.0;3.16;1.0
CY;2042;wind_offshore;;;0.0;;30000.0;2.99;1.0
CY;2052;wind_offshore;;;0.0;;28000.0;2.78;1.0
CY;2032;solar_pv;;;;;9500.0;;1.0
CY;2037;solar_pv;;;1000.0;;8800.0;;1.0
CY;2042;solar_pv;;;2200.0;;8100.0;;1.0
CY;2052;solar_pv;;;2200.0;;7400.0;;1.0
CY;2032;solar_rooftop_pv;;;;;10700.0;;1.0
CY;2037;solar_rooftop_pv;;;0.0;;10150.0;;1.0
CY;2042;solar_rooftop_pv;;;0.0;;9600.0;;1.0
CY;2052;solar_rooftop_pv;;;0.0;;8900.0;;1.0
CY;2032;hydro_river;;;;;130000.0;;1.0
CY;2037;hydro_river;;;0.0;0.0;130000.0;;1.0
CY;2042;hydro_river;;;0.0;0.0;130000.0;;1.0
CY;2052;hydro_river;;;0.0;0.0;130000.0;;1.0
CY;2032;hydro_reservoir;;;;;130000.0;;
CY;2037;hydro_reservoir;;;0.0;0.0;130000.0;;
CY;2042;hydro_reservoir;;;0.0;0.0;130000.0;;
CY;2052;hydro_reservoir;;;0.0;0.0;130000.0;;
CY;2032;hydro_pondage;;;;;130000.0;;
CY;2037;hydro_pondage;;;0.0;0.0;130000.0;;
CY;2042;hydro_pondage;;;0.0;0.0;130000.0;;
CY;2052;hydro_pondage;;;0.0;0.0;130000.0;;
CY;2032;hydro_pondage_h2o_inflow;;;;;0.0;;1.0
CY;2037;hydro_pondage_h2o_inflow;;;0.0;0.0;0.0;;1.0
CY;2042;hydro_pondage_h2o_inflow;;;0.0;0.0;0.0;;1.0
CY;2052;hydro_pondage_h2o_inflow;;;0.0;0.0;0.0;;1.0
CY;2032;hydro_reservoir_h2o_inflow;;;;;0.0;;1.0
CY;2037;hydro_reservoir_h2o_inflow;;;0.0;0.0;0.0;;1.0
CY;2042;hydro_reservoir_h2o_inflow;;;0.0;0.0;0.0;;1.0
CY;2052;hydro_reservoir_h2o_inflow;;;0.0;0.0;0.0;;1.0
CY;2032;heatpump;;;;;;;
CY;2037;heatpump;;;;;;;
CY;2042;heatpump;;;;;;;
CY;2052;heatpump;;;;;;;
CY;2032;ev;;;;;;;
CY;2037;ev;;;;;;;
CY;2042;ev;;;;;;;
CY;2052;ev;;;;;;;
CY;2032;ammonia_ships;;;0.0;;13366.0;;0.7
CY;2037;ammonia_ships;;;0.0;;12170.0;;0.7
CY;2042;ammonia_ships;;;0.0;;11365.0;;0.7
CY;2052;ammonia_ships;;;0.0;;10301.0;;0.7
CY;2032;mena_imports;;;0.0;;980.0;;0.5
CY;2037;mena_imports;;;0.0;;980.0;;0.5
CY;2042;mena_imports;;;0.0;;980.0;;0.5
CY;2052;mena_imports;;;0.0;;980.0;;0.5
CY;2032;ukraine_imports;;;0.0;;980.0;;0.7
CY;2037;ukraine_imports;;;0.0;;980.0;;0.7
CY;2042;ukraine_imports;;;0.0;;980.0;;0.7
CY;2052;ukraine_imports;;;0.0;;980.0;;0.7
CY;2032;norway_imports;;;0.0;;980.0;;0.7
CY;2037;norway_imports;;;0.0;;980.0;;0.7
CY;2042;norway_imports;;;0.0;;980.0;;0.7
CY;2052;norway_imports;;;0.0;;980.0;;0.7
CY;2032;dsr_1;;;0.0;;;;
CY;2037;dsr_1;;;0.0;;;;
CY;2042;dsr_1;;;0.0;;;;
CY;2052;dsr_1;;;0.0;;;;
CY;2032;dsr_2;;;0.0;;;;
CY;2037;dsr_2;;;0.0;;;;
CY;2042;dsr_2;;;0.0;;;;
CY;2052;dsr_2;;;0.0;;;;
CY;2032;dsr_3;;;0.0;;;;
CY;2037;dsr_3;;;0.0;;;;
CY;2042;dsr_3;;;0.0;;;;
CY;2052;dsr_3;;;0.0;;;;
CY;2032;dsr_4;;;0.0;;;;
CY;2037;dsr_4;;;0.0;;;;
CY;2042;dsr_4;;;0.0;;;;
CY;2052;dsr_4;;;0.0;;;;
CY;2032;dsr_5;;;0.0;;;;
CY;2037;dsr_5;;;0.0;;;;
CY;2042;dsr_5;;;0.0;;;;
CY;2052;dsr_5;;;0.0;;;;
CY;2032;dsr_6;;;0.0;;;;
CY;2037;dsr_6;;;0.0;;;;
CY;2042;dsr_6;;;0.0;;;;
CY;2052;dsr_6;;;0.0;;;;
CY;2032;dsr_7;;;0.0;;;;
CY;2037;dsr_7;;;0.0;;;;
CY;2042;dsr_7;;;0.0;;;;
CY;2052;dsr_7;;;0.0;;;;
CY;2032;dsr_8;;;0.0;;;;
CY;2037;dsr_8;;;0.0;;;;
CY;2042;dsr_8;;;0.0;;;;
CY;2052;dsr_8;;;0.0;;;;
CY;2032;dsr_9;;;0.0;;;;
CY;2037;dsr_9;;;0.0;;;;
CY;2042;dsr_9;;;0.0;;;;
CY;2052;dsr_9;;;0.0;;;;
CY;2032;dsr_10;;;0.0;;;;
CY;2037;dsr_10;;;0.0;;;;
CY;2042;dsr_10;;;0.0;;;;
CY;2052;dsr_10;;;0.0;;;;
CZ;2032;electrolysis_2030;;;;;53200.0;0.0;0.0
CZ;2037;electrolysis_2030;;;;;53200.0;0.0;0.0
CZ;2042;electrolysis_2030;;;;;53200.0;0.0;0.0
CZ;2052;electrolysis_2030;;;;;53200.0;0.0;0.0
CZ;2032;electrolysis_2035;;;;;47600.0;0.0;0.0
CZ;2037;electrolysis_2035;;;;;47600.0;0.0;0.0
CZ;2042;electrolysis_2035;;;;;47600.0;0.0;0.0
CZ;2052;electrolysis_2035;;;;;47600.0;0.0;0.0
CZ;2032;electrolysis_2040;;;;;42000.0;0.0;0.0
CZ;2037;electrolysis_2040;;;;;42000.0;0.0;0.0
CZ;2042;electrolysis_2040;;;;;42000.0;0.0;0.0
CZ;2052;electrolysis_2040;;;;;42000.0;0.0;0.0
CZ;2032;electrolysis_2050;;;;;36400.0;0.0;0.0
CZ;2037;electrolysis_2050;;;;;36400.0;0.0;0.0
CZ;2042;electrolysis_2050;;;;;36400.0;0.0;0.0
CZ;2052;electrolysis_2050;;;;;36400.0;0.0;0.0
CZ;2032;atr_ccs;;;0.0;;108000.0;3.1;0.0
CZ;2037;atr_ccs;;;0.0;;108000.0;3.1;0.0
CZ;2042;atr_ccs;;;0.0;;108000.0;3.1;0.0
CZ;2052;atr_ccs;;;0.0;;108000.0;3.1;0.0
CZ;2032;smr;;;441.0;;198000.0;0.0;0.0
CZ;2037;smr;;;441.0;;198000.0;0.0;0.0
CZ;2042;smr;;;441.0;;198000.0;0.0;0.0
CZ;2052;smr;;;441.0;;198000.0;0.0;0.0
CZ;2032;e_smr;;;;;144000.0;0.0;0.0
CZ;2037;e_smr;;;;;144000.0;0.0;0.0
CZ;2042;e_smr;;;;;144000.0;0.0;0.0
CZ;2052;e_smr;;;;;144000.0;0.0;0.0
CZ;2032;ccgt;;;;;20000.0;2.5;
CZ;2037;ccgt;;;;;33810.0;2.5;
CZ;2042;ccgt;;;;;33810.0;2.5;
CZ;2052;ccgt;;;;;33810.0;2.5;
CZ;2032;ocgt;;;;;11900.0;2.4;
CZ;2037;ocgt;;;;;20820.0;2.4;
CZ;2042;ocgt;;;;;20820.0;2.4;
CZ;2052;ocgt;;;;;20820.0;2.4;
CZ;2032;coal_pp;;;;;33878.0;3.45;
CZ;2037;coal_pp;;;0.0;;33878.0;3.45;
CZ;2042;coal_pp;;;0.0;;33878.0;3.45;
CZ;2052;coal_pp;;;0.0;;33878.0;3.45;
CZ;2032;lignite_pp;;;;;38816.0;4.1;
CZ;2037;lignite_pp;;;0.0;;38816.0;4.1;
CZ;2042;lignite_pp;;;0.0;;38816.0;4.1;
CZ;2052;lignite_pp;;;0.0;;38816.0;4.1;
CZ;2032;nuclear_lte;;;;;319000.0;;1.0
CZ;2037;nuclear_lte;;;4099.4;;319000.0;;1.0
CZ;2042;nuclear_lte;;;4047.0;;319000.0;;1.0
CZ;2052;nuclear_lte;;;3135.0;;319000.0;;1.0
CZ;2032;nuclear_new;;;;;100000.0;;1.0
CZ;2037;nuclear_new;;;285.0;;100000.0;;1.0
CZ;2042;nuclear_new;;;3705.0;;100000.0;;1.0
CZ;2052;nuclear_new;;;6983.0;;100000.0;;1.0
CZ;2032;oil_pp;;;;;26472.0;3.2;
CZ;2037;oil_pp;;;0.0;;26472.0;3.2;
CZ;2042;oil_pp;;;0.0;;26472.0;3.2;
CZ;2052;oil_pp;;;0.0;;26472.0;3.2;
CZ;2032;ccht;;;;;37190.0;2.5;
CZ;2037;ccht;;;;;37190.0;2.5;
CZ;2042;ccht;;;;;37190.0;2.5;
CZ;2052;ccht;;;;;37190.0;2.5;
CZ;2032;ocht;;;;;23940.0;2.4;
CZ;2037;ocht;;;;;23940.0;2.4;
CZ;2042;ocht;;;;;23940.0;2.4;
CZ;2052;ocht;;;;;23940.0;2.4;
CZ;2032;other_res;;;;;;;1.0
CZ;2037;other_res;;;1120.3;1120.3;;;1.0
CZ;2042;other_res;;;936.3;936.3;;;1.0
CZ;2052;other_res;;;919.3;919.3;;;1.0
CZ;2032;biogas_reactor;11708005.56;;;;0.0;49.94;
CZ;2037;biogas_reactor;11708005.56;;;;0.0;50.38;
CZ;2042;biogas_reactor;11708005.56;;;;0.0;50.81;
CZ;2052;biogas_reactor;11708005.56;;;;0.0;49.97;
CZ;2032;lignite_mine;;;;;0.0;6.69;
CZ;2037;lignite_mine;;;;;0.0;6.69;
CZ;2042;lignite_mine;;;;;0.0;6.69;
CZ;2052;lignite_mine;;;;;0.0;6.69;
CZ;2032;wind_onshore;;;;;16663.0;1.98;1.0
CZ;2037;wind_onshore;;;2000.0;;16314.0;1.93;1.0
CZ;2042;wind_onshore;;;3411.0;;15965.0;1.89;1.0
CZ;2052;wind_onshore;;;4486.0;;15602.0;1.85;1.0
CZ;2032;wind_offshore;;;;;34000.0;3.45;1.0
CZ;2037;wind_offshore;;;0.0;;32000.0;3.16;1.0
CZ;2042;wind_offshore;;;0.0;;30000.0;2.99;1.0
CZ;2052;wind_offshore;;;0.0;;28000.0;2.78;1.0
CZ;2032;solar_pv;;;;;9500.0;;1.0
CZ;2037;solar_pv;;;11000.0;;8800.0;;1.0
CZ;2042;solar_pv;;;18155.0;;8100.0;;1.0
CZ;2052;solar_pv;;;20155.0;;7400.0;;1.0
